value,ignore,type,docRequired,selRequired,minVersion,maxVersion,en,de,ru,zh-cn,notes
_Swatch Library Menu Item 106,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Scientific > Triad,Fenster > Farbfeldbibliotheken > Wissenschaftlich > Triade,,,
_Swatch Library Menu Item 107,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Skintones,Fenster > Farbfeldbibliotheken > Hauttöne,,,
_Swatch Library Menu Item 108,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > System (Macintosh),Fenster > Farbfeldbibliotheken > System (Macintosh),,,
_Swatch Library Menu Item 109,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > System (Windows),Fenster > Farbfeldbibliotheken > System (Windows),,,
_Swatch Library Menu Item 110,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Textiles,Fenster > Farbfeldbibliotheken > Textilien,,,
_Swatch Library Menu Item 111,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > VisiBone2,Fenster > Farbfeldbibliotheken > VisiBone2,,,
_Swatch Library Menu Item 112,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Web,Fenster > Farbfeldbibliotheken > Web,,,
AdobeSwatch_ Other libraries menu item,FALSE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Other Library...,Fenster > Farbfeld-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки образцов > Другая библиотека...,,
_Base Library Menu Item 0,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > 3D Symbols,Fenster > Symbol-Bibliotheken > 3D-Symbole,,,
_Base Library Menu Item 1,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Arrows,Fenster > Symbol-Bibliotheken > Pfeile,,,
_Base Library Menu Item 2,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Artistic Textures,Fenster > Symbol-Bibliotheken > Artistic Textures,,,
_Base Library Menu Item 3,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Celebration,Fenster > Symbol-Bibliotheken > Celebration,,,
_Base Library Menu Item 4,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Charts,Fenster > Symbol-Bibliotheken > Diagramme,,,
_Base Library Menu Item 5,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Communication,Fenster > Symbol-Bibliotheken > Kommunikation,,,
_Base Library Menu Item 6,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Dot Pattern Vector Pack,Fenster > Symbol-Bibliotheken > Dot Pattern Vector Pack,,,
_Base Library Menu Item 7,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Fashion,Fenster > Symbol-Bibliotheken > Mode,,,
_Base Library Menu Item 8,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Florid Vector Pack,Fenster > Symbol-Bibliotheken > Punktmuster Vektorpaket,,,
_Base Library Menu Item 9,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Flowers,Fenster > Symbol-Bibliotheken > Blumen,,,
_Base Library Menu Item 10,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Grime Vector Pack,Fenster > Symbol-Bibliotheken > Schmutz Vektorpaket,,,
_Base Library Menu Item 11,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Hair and Fur,Fenster > Symbol-Bibliotheken > Haare und Pelz,,,
_Base Library Menu Item 12,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Heirloom,Fenster > Symbol-Bibliotheken > Erbstück,,,
_Base Library Menu Item 13,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Illuminate Flow Charts,Fenster > Symbol-Bibliotheken > Leuchten für Flussdiagramme,,,
_Base Library Menu Item 14,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Illuminate Org Charts,Fenster > Symbol-Bibliotheken > Leuchten für Organigramme,,,
_Base Library Menu Item 15,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Illuminate Ribbons,Fenster > Symbol-Bibliotheken > Leuchten für Bänder,,,
_Base Library Menu Item 16,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Indigenous,Fenster > Symbol-Bibliotheken > Volkskunst,,,
_Base Library Menu Item 17,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Logo Elements,Fenster > Symbol-Bibliotheken > Logo-Elemente,,,
_Base Library Menu Item 18,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Mad Science,Fenster > Symbol-Bibliotheken > Verrückte Wissenschaft,,,
_Base Library Menu Item 19,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Maps,Fenster > Symbol-Bibliotheken > Karten,,,
_Base Library Menu Item 20,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Mobile,Fenster > Symbol-Bibliotheken > Mobil,,,
_Base Library Menu Item 21,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Nature,Fenster > Symbol-Bibliotheken > Natur,,,
_Base Library Menu Item 22,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Regal Vector Pack,Fenster > Symbol-Bibliotheken > Hoheitlich Vektorpaket,,,
_Base Library Menu Item 23,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Retro,Fenster > Symbol-Bibliotheken > Retro,,,
_Base Library Menu Item 24,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Sushi,Fenster > Symbol-Bibliotheken > Sushi,,,
_Base Library Menu Item 25,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Tiki,Fenster > Symbol-Bibliotheken > Tiki,,,
_Base Library Menu Item 26,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Web Buttons and Bars,Fenster > Symbol-Bibliotheken > Web-Schaltflächen,,,
_Base Library Menu Item 27,TRUE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Web Icons,Fenster > Symbol-Bibliotheken > Web-Symbole,,,
Adobe Symbol Palette Plugin Other libraries menu item,FALSE,menu,FALSE,FALSE,,,Window > Symbol Libraries > Other Library...,Fenster > Symbol-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки символов > Другая библиотека...,,
helpcontent,FALSE,menu,FALSE,FALSE,,,Help > Illustrator Help...,Hilfe > Illustrator-Hilfe …,Справка > Справка программы Illustrator...,,
whatsNewContent,FALSE,menu,FALSE,FALSE,27.9,,Help > Tutorials...,,,,
supportCommunity,FALSE,menu,FALSE,FALSE,26,,Help > Support Community,Hilfe > Support-Community,Справка > Сообщество службы поддержки,,
wishform,FALSE,menu,FALSE,FALSE,25,,Help > Submit Bug/Feature Request...,Hilfe > Fehlermeldung / Funktionswunsch senden …,Справка > Сообщение об ошибке/запрос на добавление новых функций...,,
System Info,FALSE,menu,FALSE,FALSE,,,Help > System Info...,Hilfe > Systeminformationen …,Справка > Информация о системе…,,
_GenericPluginMenuItem 1,TRUE,menu,FALSE,FALSE,,,Help > Manage My Account...,Hilfe > Mein Konto verwalten …,,,These seem to correspond to different menu items depending on Ai version and installed plug-ins. Number at the end may also be off by 1 as well.
_GenericPluginMenuItem 2,TRUE,menu,FALSE,FALSE,,,Help > Manage My Account...,Hilfe > Mein Konto verwalten …,,,These seem to correspond to different menu items depending on Ai version and installed plug-ins. Number at the end may also be off by 1 as well.
_GenericPluginMenuItem 3,TRUE,menu,FALSE,FALSE,,,Help > Sign In... / Sign Out...,Hilfe> Anmelden … / Abmelden …,,,These seem to correspond to different menu items depending on Ai version and installed plug-ins. Number at the end may also be off by 1 as well.
_GenericPluginMenuItem 4,TRUE,menu,FALSE,FALSE,,,Help > Updates...,Hilfe > Update …,,,These seem to correspond to different menu items depending on Ai version and installed plug-ins. Number at the end may also be off by 1 as well.
Help Menu Beta log file,TRUE,menu,FALSE,FALSE,,,Help > Beta log file,,,,
Adobe Actions Batch,FALSE,menu,FALSE,FALSE,,,Palette > Actions > Batch...,Anderes Bedienfeld > Aktionsstapel …,Палитра > Операции > Пакетная обработка…,,
Adobe New Fill Shortcut,FALSE,menu,FALSE,FALSE,,,Palette > Appearance > Add New Fill,Anderes Bedienfeld > Neue Fläche hinzufügen,Палитра > Оформление > Добавить новую заливку,,
Adobe New Stroke Shortcut,FALSE,menu,FALSE,FALSE,,,Palette > Appearance > Add New Stroke,Anderes Bedienfeld > Neue Kontur hinzufügen,Палитра > Оформление > Добавить новую обводку,,
Adobe New Style Shortcut,FALSE,menu,FALSE,FALSE,,,Palette > Graphic Styles > New Graphic Style...,Anderes Bedienfeld > Neuer Grafikstil …,Палитра > Стили графики > Новый стиль графики,,
AdobeLayerPalette2,FALSE,menu,FALSE,FALSE,,,Palette > Layers > New Layer,Anderes Bedienfeld > Neue Ebene,Палитра > Слои > Создать новый слой,,
AdobeLayerPalette3,FALSE,menu,FALSE,FALSE,,,Palette > Layers > New Layer with Dialog...,Anderes Bedienfeld > Neue Ebene mit Dialog …,Палитра > Слои > Создать новый с параметрами...,,
Adobe Update Link Shortcut,FALSE,menu,FALSE,FALSE,,,Palette > Links > Update Link,Anderes Bedienfeld > Verknüpfung aktualisieren,Палитра > Связи > Обновить связь,,
Adobe New Swatch Shortcut Menu,FALSE,menu,FALSE,FALSE,,,Palette > Swatches > New Swatch...,Anderes Bedienfeld > Neues Farbfeld …,Палитра > Образцы > Новый образец,,
Adobe New Symbol Shortcut,FALSE,menu,FALSE,FALSE,,,Palette > Symbols > New Symbol...,Anderes Bedienfeld > Neues Symbol …,Палитра > Символы > Новый символ,,
about,FALSE,menu,FALSE,FALSE,,,About Illustrator...,Über Illustrator …,О программе Illustrator…,,
preference,FALSE,menu,FALSE,FALSE,,,Preferences > General...,Voreinstellungen > Allgemein …,Установки > Основные…,,
selectPref,FALSE,menu,FALSE,FALSE,,,Preferences > Selection & Anchor Display...,Voreinstellungen > Auswahl und Ankerpunkt-Anzeige …,Установки > Отображение выделения и опорных точек…,,
keyboardPref,FALSE,menu,FALSE,FALSE,,,Preferences > Type...,Voreinstellungen > Schrift …,Установки > Текст…,,
unitundoPref,FALSE,menu,FALSE,FALSE,,,Preferences > Units...,Voreinstellungen > Einheit …,Установки > Единицы измерения…,,
guidegridPref,FALSE,menu,FALSE,FALSE,,,Preferences > Guides & Grid...,Voreinstellungen > Hilfslinien und Raster …,Установки > Направляющие и сетка…,,
snapPref,FALSE,menu,FALSE,FALSE,,,Preferences > Smart Guides...,Voreinstellungen > Intelligente Hilfslinien …,Установки > Быстрые направляющие…,,
slicePref,FALSE,menu,FALSE,FALSE,,,Preferences > Slices...,Voreinstellungen > Slices …,Установки > Фрагменты…,,
hyphenPref,FALSE,menu,FALSE,FALSE,,,Preferences > Hyphenation...,Voreinstellungen > Silbentrennung …,Установки > Расстановка переносов…,,
pluginPref,FALSE,menu,FALSE,FALSE,,,Preferences > Plug-ins & Scratch Disks...,Voreinstellungen > Zusatzmodule und virtueller Speicher …,Установки > Внешние модули и рабочие диски…,,
UIPref,FALSE,menu,FALSE,FALSE,,,Preferences > User Interface...,Voreinstellungen > Benutzeroberfläche …,Установки > Интерфейс пользователя…,,
GPUPerformancePref,FALSE,menu,FALSE,FALSE,19,,Preferences > Performance,Voreinstellungen > Leistung …,Установки > Производительность…,,
FilePref,FALSE,menu,FALSE,FALSE,,,Preferences > File Handling...,Voreinstellungen > Dateihandhabung…,Установки > Обработка файлов…,,
ClipboardPref,FALSE,menu,FALSE,FALSE,25,,Preferences > Clipboard Handling,Voreinstellungen > Zwischenablageoptionen …,Установки > Обработка буфера…,,
BlackPref,FALSE,menu,FALSE,FALSE,,,Preferences > Appearance of Black...,Bearbeiten > Voreinstellungen > Aussehen von Schwarz …,Установки > Воспроизведение черного цвета...,,
DevicesPref,FALSE,menu,FALSE,FALSE,24,,Preferences > Devices,Voreinstellungen > Geräte …,Установки > Устройства…,,
Debug Panel,FALSE,menu,FALSE,FALSE,,,Debug Panel,,,,
